SaleID,price
0,1820.6025390625
1,6324.9951171875
2,7084.3564453125
3,3058.41064453125
4,5203.66796875
5,8188.486328125
6,2175.075927734375
7,998.3132934570312
8,5166.60009765625
9,565.2086181640625
10,3165.057861328125
11,5546.8427734375
12,1626.82177734375
13,4634.5595703125
14,3921.44140625
15,2685.16943359375
16,10296.4990234375
17,3633.1220703125
18,785.7235107421875
19,2051.054443359375
20,1067.2646484375
21,2925.0224609375
22,348.7413024902344
23,580.8811645507812
24,9224.08984375
25,3114.690673828125
26,3504.879638671875
27,1754.7803955078125
28,4869.4609375
29,2906.050048828125
30,4386.3037109375
31,12685.17578125
32,848.0956420898438
33,14061.2236328125
34,17313.484375
35,5933.4375
36,4723.46728515625
37,6900.291015625
38,8933.9951171875
39,7747.80322265625
40,2468.89501953125
41,4361.08154296875
42,1783.0115966796875
43,3861.720458984375
44,1156.90625
45,950.5121459960938
46,9983.6474609375
47,5454.6982421875
48,8174.05126953125
49,8421.8642578125
50,7770.94482421875
51,352.2590637207031
52,9131.05078125
53,465.7623596191406
54,985.67138671875
55,2450.05029296875
56,8912.24609375
57,4919.421875
58,3150.979736328125
59,2893.02392578125
60,9029.796875
61,2563.1953125
62,136.41697692871094
63,2019.9384765625
64,870.0352783203125
65,3408.422119140625
66,1203.080078125
67,6116.15283203125
68,200.809326171875
69,2197.524658203125
70,491.6828308105469
71,900.4649047851562
72,909.2530517578125
73,3806.685302734375
74,15694.796875
75,7275.39794921875
76,12881.4765625
77,19693.701171875
78,1182.803955078125
79,3987.333740234375
80,2518.72119140625
81,654.8836059570312
82,6484.9228515625
83,7752.58544921875
84,792.1884155273438
85,3844.1025390625
86,753.2979125976562
87,20191.294921875
88,3305.99462890625
89,7567.31640625
90,4291.82373046875
91,2576.6474609375
92,14195.9833984375
93,3120.741455078125
94,7247.767578125
95,1942.496826171875
96,7936.91748046875
97,2431.58203125
98,3071.854736328125
99,3280.45849609375
100,2040.94677734375
101,2235.28466796875
102,1321.81494140625
103,2192.92333984375
104,15939.67578125
105,14384.7626953125
106,2988.37255859375
107,5447.90771484375
108,1193.685546875
109,1403.2926025390625
110,16215.1748046875
111,2149.517578125
112,608.5091552734375
113,840.598388671875
114,649.6627197265625
115,3035.7421875
116,11892.9287109375
117,17041.87890625
118,273.59136962890625
119,1652.0648193359375
120,1159.327880859375
121,8229.2158203125
122,584.994140625
123,494.6520080566406
124,3465.244140625
125,756.1640625
126,4836.71875
127,10972.2431640625
128,500.2586364746094
129,2233.5712890625
130,2748.034423828125
131,684.3673706054688
132,2600.286865234375
133,6656.9482421875
134,1400.4534912109375
135,19718.884765625
136,548.1755981445312
137,2351.748779296875
138,18920.208984375
139,292.1590881347656
140,7668.14453125
141,1185.57421875
142,1859.484130859375
143,1544.6629638671875
144,11593.9794921875
145,4009.303955078125
146,711.4552001953125
147,1240.2998046875
148,820.3742065429688
149,4865.314453125
150,1268.9078369140625
151,2983.2109375
152,22049.56640625
153,2270.92919921875
154,103.39392852783203
155,7390.9130859375
156,34984.4296875
157,3492.71875
158,2463.33984375
159,4951.40576171875
160,2812.484375
161,3237.643310546875
162,7113.14697265625
163,64935.66015625
164,1032.446533203125
165,9483.548828125
166,16007.052734375
167,2985.25634765625
168,1640.0123291015625
169,776.3712158203125
170,4444.4228515625
171,18455.630859375
172,5899.10986328125
173,22752.384765625
174,720.1998291015625
175,1338.9637451171875
176,2672.02490234375
177,3349.283203125
178,9020.013671875
179,779.6195068359375
180,10464.32421875
181,4458.921875
182,6422.3955078125
183,6944.99951171875
184,8789.1142578125
185,652.7460327148438
186,1389.833251953125
187,24190.4765625
188,2773.6845703125
189,864.4479370117188
190,2478.772216796875
191,13849.9228515625
192,1219.4071044921875
193,1996.6466064453125
194,1787.6641845703125
195,6942.013671875
196,2737.548828125
197,468.915771484375
198,12910.6865234375
199,580.22998046875
200,13289.63671875
201,1984.772216796875
202,807.0177001953125
203,2024.832275390625
204,1424.8538818359375
205,8810.93359375
206,18946.53515625
207,651.3341064453125
208,4922.953125
209,9904.88671875
210,13725.2685546875
211,1617.1900634765625
212,696.1213989257812
213,21195.6015625
214,2241.28759765625
215,5222.00439453125
216,1248.447265625
217,3190.783203125
218,4991.16357421875
219,11078.3271484375
220,3248.556640625
221,25912.798828125
222,2355.949462890625
223,1344.6156005859375
224,458.2373352050781
225,4907.25830078125
226,2870.290771484375
227,784.5687255859375
228,3511.411865234375
229,3158.518798828125
230,17999.54296875
231,844.42724609375
232,493.6029968261719
233,13804.1953125
234,4589.32373046875
235,14988.3564453125
236,5551.02392578125
237,9790.541015625
238,1391.1295166015625
239,2916.68701171875
240,975.4392700195312
241,2782.849365234375
242,6183.44482421875
243,13113.9736328125
244,12281.4501953125
245,4058.995849609375
246,1247.0340576171875
247,2401.6611328125
248,8325.935546875
249,7081.0439453125
250,5083.689453125
251,9004.748046875
252,1231.438720703125
253,2007.2315673828125
254,3373.21923828125
255,2630.232666015625
256,16264.6103515625
257,1154.7652587890625
258,1462.7266845703125
259,9473.00390625
260,2705.353759765625
261,2691.693603515625
262,502.975830078125
263,6895.43798828125
264,472.2517395019531
265,2999.238525390625
266,855.3779907226562
267,4891.32666015625
268,476.5286560058594
269,1041.904296875
270,4794.43359375
271,2418.538330078125
